corp_label,corp_code,rcept_dt,report_nm,rcept_no,flr_nm
iM금융지주,00878915,20210318,사업보고서 (2020.12),20210318000803,iM금융지주
iM금융지주,00878915,20220316,감사보고서제출(자회사의 주요경영사항),20220316801822,iM금융지주
iM금융지주,00878915,20220317,사업보고서 (2021.12),20220317001101,iM금융지주
iM금융지주,00878915,20220317,감사보고서제출,20220317800857,iM금융지주
iM금융지주,00878915,20220317,감사보고서제출(자회사의 주요경영사항),20220317800848,iM금융지주
iM금융지주,00878915,20230310,감사보고서제출(자회사의 주요경영사항),20230310800191,iM금융지주
iM금융지주,00878915,20230314,감사보고서제출,20230314800613,iM금융지주
iM금융지주,00878915,20230314,감사보고서제출(자회사의 주요경영사항)(대구은행),20230314800611,iM금융지주
iM금융지주,00878915,20230315,[첨부정정]감사보고서제출,20230315802158,iM금융지주
iM금융지주,00878915,20230322,사업보고서 (2022.12),20230322000869,iM금융지주
iM금융지주,00878915,20240313,감사보고서제출              ,20240313802052,iM금융지주
iM금융지주,00878915,20240313,감사보고서제출(자회사의 주요경영사항)              ,20240313801919,iM금융지주
iM금융지주,00878915,20240313,감사보고서제출(자회사의 주요경영사항)              ,20240313801845,iM금융지주
iM금융지주,00878915,20240320,사업보고서 (2023.12),20240320001342,iM금융지주
iM금융지주,00878915,20240430,[기재정정]사업보고서 (2023.12),20240430000805,iM금융지주
iM금융지주,00878915,20250311,감사보고서제출              ,20250311801748,iM금융지주
iM금융지주,00878915,20250311,감사보고서제출(자회사의 주요경영사항)              ,20250311801491,iM금융지주
iM금융지주,00878915,20250311,감사보고서제출(자회사의 주요경영사항)              ,20250311801479,iM금융지주
iM금융지주,00878915,20250318,사업보고서 (2024.12),20250318000693,iM금융지주
iM금융지주,00878915,20260311,감사보고서제출(자회사의 주요경영사항)              ,20260311802348,iM금융지주
iM금융지주,00878915,20260311,감사보고서제출(자회사의 주요경영사항)              ,20260311802318,iM금융지주
iM금융지주,00878915,20260311,감사보고서제출              ,20260311802272,iM금융지주
iM금융지주,00878915,20260318,사업보고서 (2025.12),20260318000971,iM금융지주
iM금융지주,00878915,20260515,[기재정정]사업보고서 (2025.12),20260515000720,iM금융지주
iM라이프생명보험,00124063,20000608,감사보고서 (2000.03),20000608000192,삼일회계법인
iM라이프생명보험,00124063,20010608,감사보고서 (2001.03),20010608000286,삼일회계법인
iM라이프생명보험,00124063,20020607,감사보고서 (2002.03),20020607000202,삼일회계법인
iM라이프생명보험,00124063,20030618,감사보고서 (2003.03),20030618000167,삼일회계법인
iM라이프생명보험,00124063,20040616,감사보고서 (2004.03),20040616000032,삼일회계법인
iM라이프생명보험,00124063,20050609,감사보고서 (2005.03),20050609000104,안진회계법인
iM라이프생명보험,00124063,20060620,감사보고서 (2006.03),20060620000077,안진회계법인
iM라이프생명보험,00124063,20070613,감사보고서 (2007.03),20070613000225,한영회계법인
iM라이프생명보험,00124063,20080625,감사보고서 (2008.03),20080625000213,한영회계법인
iM라이프생명보험,00124063,20090626,감사보고서 (2009.03),20090626000146,안진회계법인
iM라이프생명보험,00124063,20100708,감사보고서 (2010.03),20100708000053,안진회계법인
iM라이프생명보험,00124063,20100729,사업보고서 (2010.03),20100729000226,아이엠라이프생명보험
iM라이프생명보험,00124063,20110629,사업보고서 (2011.03),20110629000380,아이엠라이프생명보험
iM라이프생명보험,00124063,20120629,사업보고서 (2012.03),20120629000643,아이엠라이프생명보험
iM라이프생명보험,00124063,20130701,사업보고서 (2013.03),20130701000425,아이엠라이프생명보험
iM라이프생명보험,00124063,20140331,사업보고서 (2013.12),20140331002912,아이엠라이프생명보험
iM라이프생명보험,00124063,20150331,사업보고서 (2014.12),20150331004474,아이엠라이프생명보험
iM라이프생명보험,00124063,20160330,사업보고서 (2015.12),20160330004083,아이엠라이프생명보험
iM라이프생명보험,00124063,20170331,사업보고서 (2016.12),20170331005389,아이엠라이프생명보험
iM라이프생명보험,00124063,20180402,사업보고서 (2017.12),20180402004208,아이엠라이프생명보험
iM라이프생명보험,00124063,20190401,사업보고서 (2018.12),20190401004436,아이엠라이프생명보험
iM라이프생명보험,00124063,20200403,감사보고서 (2019.12),20200403001330,삼정회계법인
iM라이프생명보험,00124063,20210331,감사보고서 (2020.12),20210331000166,한영회계법인
iM라이프생명보험,00124063,20220331,감사보고서 (2021.12),20220331002695,한영회계법인
iM라이프생명보험,00124063,20230327,감사보고서 (2022.12),20230327000753,한영회계법인
iM라이프생명보험,00124063,20240405,감사보고서 (2023.12),20240405002220,삼일회계법인
iM라이프생명보험,00124063,20250404,감사보고서 (2024.12),20250404003437,삼일회계법인
iM라이프생명보험,00124063,20260406,감사보고서 (2025.12),20260406004393,삼일회계법인
동양생명보험,00117267,20010604,감사보고서 (2001.03),20010604000034,한영회계법인
동양생명보험,00117267,20020709,감사보고서 (2002.03),20020709000062,안진회계법인
동양생명보험,00117267,20030625,감사보고서 (2003.03),20030625000181,한영회계법인
동양생명보험,00117267,20040715,감사보고서 (2004.03),20040715000114,보람회계법인
동양생명보험,00117267,20040728,연결감사보고서 (2004.03),20040728000151,보람회계법인
동양생명보험,00117267,20050624,감사보고서 (2005.03),20050624000159,보람회계법인
동양생명보험,00117267,20050726,연결감사보고서 (2005.03),20050726000059,보람회계법인
동양생명보험,00117267,20060629,[첨부추가]사업보고서 (2006.03),20060629000223,동양생명보험
동양생명보험,00117267,20060629,감사보고서 (2006.03),20060629000286,한영회계법인
동양생명보험,00117267,20060703,[첨부정정]감사보고서 (2006.03),20060703000207,한영회계법인
동양생명보험,00117267,20060728,연결감사보고서 (2005.03),20060728000243,한영회계법인
동양생명보험,00117267,20060926,[기재정정]연결감사보고서 (2006.03),20060926000040,한영회계법인
동양생명보험,00117267,20070629,사업보고서 (2007.03),20070629000354,동양생명보험
동양생명보험,00117267,20070629,[첨부정정]감사보고서 (2007.03),20070629000209,한영회계법인
동양생명보험,00117267,20070629,감사보고서 (2007.03),20070629000154,한영회계법인
동양생명보험,00117267,20080620,감사보고서 (2008.03),20080620000034,한영회계법인
동양생명보험,00117267,20080630,사업보고서 (2008.03),20080630000514,동양생명보험
동양생명보험,00117267,20080630,연결감사보고서 (2008.03),20080630000167,한영회계법인
동양생명보험,00117267,20080704,[첨부정정]사업보고서 (2008.03),20080704000237,동양생명보험
동양생명보험,00117267,20080704,[기재정정]연결감사보고서 (2008.03),20080704000233,한영회계법인
동양생명보험,00117267,20080704,[기재정정]감사보고서 (2008.03),20080704000232,한영회계법인
동양생명보험,00117267,20080707,[기재정정]사업보고서 (2008.03),20080707000208,동양생명보험
동양생명보험,00117267,20090623,감사보고서 (2009.03),20090623000204,한영회계법인
동양생명보험,00117267,20090629,연결감사보고서 (2009.03),20090629000576,한영회계법인
동양생명보험,00117267,20090629,사업보고서 (2009.03),20090629000491,동양생명보험
동양생명보험,00117267,20090814,[기재정정]사업보고서 (2009.03),20090814001679,동양생명보험
동양생명보험,00117267,20090814,[기재정정]연결감사보고서 (2009.03),20090814001082,한영회계법인
동양생명보험,00117267,20100531,감사보고서제출,20100531800289,동양생명보험
동양생명보험,00117267,20100618,감사보고서 (2010.03),20100618000174,한영회계법인
동양생명보험,00117267,20100629,연결감사보고서 (2010.03),20100629000316,한영회계법인
동양생명보험,00117267,20100629,사업보고서 (2010.03),20100629000234,동양생명보험
동양생명보험,00117267,20110524,감사보고서제출,20110524800279,동양생명보험
동양생명보험,00117267,20110629,[첨부추가]사업보고서 (2011.03),20110629000422,동양생명보험
동양생명보험,00117267,20120530,감사보고서제출,20120530800431,동양생명보험
동양생명보험,00117267,20120629,[첨부추가]사업보고서 (2012.03),20120629000707,동양생명보험
동양생명보험,00117267,20130607,감사보고서제출,20130607800324,동양생명보험
동양생명보험,00117267,20130701,사업보고서 (2013.03),20130701000416,동양생명보험
동양생명보험,00117267,20130701,[기재정정]사업보고서 (2012.03),20130701000409,동양생명보험
동양생명보험,00117267,20140307,감사보고서제출,20140307800371,동양생명보험
동양생명보험,00117267,20140331,사업보고서 (2013.12),20140331003177,동양생명보험
동양생명보험,00117267,20140515,[기재정정]사업보고서 (2013.12),20140515001233,동양생명보험
동양생명보험,00117267,20150311,감사보고서제출,20150311800900,동양생명보험
동양생명보험,00117267,20150331,사업보고서 (2014.12),20150331003680,동양생명보험
동양생명보험,00117267,20160311,감사보고서제출,20160311801114,동양생명보험
동양생명보험,00117267,20160330,사업보고서 (2015.12),20160330004237,동양생명보험
동양생명보험,00117267,20170320,감사보고서제출,20170320800399,동양생명보험
동양생명보험,00117267,20170331,사업보고서 (2016.12),20170331004647,동양생명보험
동양생명보험,00117267,20180315,감사보고서제출,20180315801539,동양생명보험
동양생명보험,00117267,20180402,사업보고서 (2017.12),20180402004901,동양생명보험
동양생명보험,00117267,20180504,[기재정정]사업보고서 (2017.12),20180504001959,동양생명보험
동양생명보험,00117267,20180615,[기재정정]사업보고서 (2017.12),20180615000486,동양생명보험
동양생명보험,00117267,20190315,감사보고서제출,20190315801533,동양생명보험
동양생명보험,00117267,20190401,사업보고서 (2018.12),20190401004610,동양생명보험
동양생명보험,00117267,20200313,감사보고서제출,20200313801526,동양생명보험
동양생명보험,00117267,20200330,사업보고서 (2019.12),20200330004308,동양생명보험
동양생명보험,00117267,20200814,[기재정정]사업보고서 (2019.12),20200814002314,동양생명보험
동양생명보험,00117267,20210316,감사보고서제출,20210316801821,동양생명보험
동양생명보험,00117267,20210319,[첨부정정]감사보고서제출,20210319800992,동양생명보험
동양생명보험,00117267,20210322,사업보고서 (2020.12),20210322000993,동양생명보험
동양생명보험,00117267,20210430,[기재정정]사업보고서 (2020.12),20210430001032,동양생명보험
동양생명보험,00117267,20210520,[기재정정]사업보고서 (2020.12),20210520000233,동양생명보험
동양생명보험,00117267,20210520,[기재정정]사업보고서 (2019.12),20210520000208,동양생명보험
동양생명보험,00117267,20220316,감사보고서제출,20220316801820,동양생명보험
동양생명보험,00117267,20220323,사업보고서 (2021.12),20220323001093,동양생명보험
동양생명보험,00117267,20230317,감사보고서제출,20230317801172,동양생명보험
동양생명보험,00117267,20230322,사업보고서 (2022.12),20230322001102,동양생명보험
동양생명보험,00117267,20240320,사업보고서 (2023.12),20240320001755,동양생명보험
동양생명보험,00117267,20240320,감사보고서제출              ,20240320801817,동양생명보험
동양생명보험,00117267,20240430,[기재정정]사업보고서 (2023.12),20240430000184,동양생명보험
동양생명보험,00117267,20250313,감사보고서제출              ,20250313801377,동양생명보험
동양생명보험,00117267,20250319,사업보고서 (2024.12),20250319000486,동양생명보험
동양생명보험,00117267,20250331,[기재정정]사업보고서 (2024.12),20250331000321,동양생명보험
동양생명보험,00117267,20260304,감사보고서제출              ,20260304800690,동양생명보험
동양생명보험,00117267,20260313,사업보고서 (2025.12),20260313001227,동양생명보험
동양생명보험,00117267,20260331,[기재정정]사업보고서 (2025.12),20260331004234,동양생명보험
신한라이프생명보험,00137517,20000605,감사보고서 (2000.03),20000605000009,안건회계법인
신한라이프생명보험,00137517,20010608,감사보고서 (2001.03),20010607000194,안건회계법인
신한라이프생명보험,00137517,20010620,[기재정정]감사보고서 (2001.03),20010619000126,안건회계법인
신한라이프생명보험,00137517,20020524,감사보고서 (2002.03),20020524000026,안건회계법인
신한라이프생명보험,00137517,20030619,감사보고서 (2003.03),20030619000141,안건회계법인
신한라이프생명보험,00137517,20040607,감사보고서 (2004.03),20040607000149,안건회계법인
신한라이프생명보험,00137517,20050603,감사보고서 (2005.03),20050603000056,한영회계법인
신한라이프생명보험,00137517,20060607,감사보고서 (2006.03),20060607000068,삼정회계법인
신한라이프생명보험,00137517,20070531,감사보고서 (2007.03),20070531000132,삼정회계법인
신한라이프생명보험,00137517,20080609,감사보고서 (2008.03),20080609000287,삼정회계법인
신한라이프생명보험,00137517,20090616,감사보고서 (2009.03),20090616000114,삼정회계법인
신한라이프생명보험,00137517,20100608,감사보고서 (2010.03),20100608000087,삼정회계법인
신한라이프생명보험,00137517,20110608,감사보고서 (2011.03),20110608000282,삼정회계법인
신한라이프생명보험,00137517,20120611,연결감사보고서 (2012.03),20120611000134,삼정회계법인
신한라이프생명보험,00137517,20120611,감사보고서 (2012.03),20120611000133,삼정회계법인
신한라이프생명보험,00137517,20130611,연결감사보고서 (2013.03),20130611000298,삼정회계법인
신한라이프생명보험,00137517,20130611,감사보고서 (2013.03),20130611000297,삼정회계법인
신한라이프생명보험,00137517,20140327,연결감사보고서 (2013.12),20140327000563,삼정회계법인
신한라이프생명보험,00137517,20140327,감사보고서 (2013.12),20140327000562,삼정회계법인
신한라이프생명보험,00137517,20150402,연결감사보고서 (2014.12),20150402000695,삼정회계법인
신한라이프생명보험,00137517,20150402,감사보고서 (2014.12),20150402000694,삼정회계법인
신한라이프생명보험,00137517,20151029,[기재정정]연결감사보고서 (2014.12),20151029000287,삼정회계법인
신한라이프생명보험,00137517,20151029,[기재정정]감사보고서 (2014.12),20151029000286,삼정회계법인
신한라이프생명보험,00137517,20151029,[기재정정]감사보고서 (2013.12),20151029000284,삼정회계법인
신한라이프생명보험,00137517,20160330,연결감사보고서 (2015.12),20160330003224,삼정회계법인
신한라이프생명보험,00137517,20160330,감사보고서 (2015.12),20160330003175,삼정회계법인
신한라이프생명보험,00137517,20170323,연결감사보고서 (2016.12),20170323000171,삼정회계법인
신한라이프생명보험,00137517,20170323,감사보고서 (2016.12),20170323000170,삼정회계법인
신한라이프생명보험,00137517,20180323,연결감사보고서 (2017.12),20180322000758,삼정회계법인
신한라이프생명보험,00137517,20180323,감사보고서 (2017.12),20180322000757,삼정회계법인
신한라이프생명보험,00137517,20190401,사업보고서 (2018.12),20190401000071,신한라이프생명보험
신한라이프생명보험,00137517,20200330,[첨부정정]사업보고서 (2019.12),20200330000934,신한라이프생명보험
신한라이프생명보험,00137517,20200330,사업보고서 (2019.12),20200327002169,신한라이프생명보험
신한라이프생명보험,00137517,20210331,사업보고서 (2020.12),20210331000311,신한라이프생명보험
신한라이프생명보험,00137517,20220331,사업보고서 (2021.12),20220331002124,신한라이프생명보험
신한라이프생명보험,00137517,20230315,사업보고서 (2022.12),20230315001232,신한라이프생명보험
신한라이프생명보험,00137517,20240319,사업보고서 (2023.12),20240319000450,신한라이프생명보험
신한라이프생명보험,00137517,20240430,[기재정정]사업보고서 (2023.12),20240430001046,신한라이프생명보험
신한라이프생명보험,00137517,20250318,사업보고서 (2024.12),20250318001216,신한라이프생명보험
신한라이프생명보험,00137517,20250331,[기재정정]사업보고서 (2024.12),20250331002957,신한라이프생명보험
신한라이프생명보험,00137517,20250331,[기재정정]사업보고서 (2024.12),20250331002840,신한라이프생명보험
신한라이프생명보험,00137517,20260318,사업보고서 (2025.12),20260318001034,신한라이프생명보험
신한라이프생명보험,00137517,20260331,[기재정정]사업보고서 (2025.12),20260331004136,신한라이프생명보험
신한이지손해보험,00499426,20050701,감사보고서 (2005.03),20050701000096,삼일회계법인
신한이지손해보험,00499426,20060703,감사보고서 (2006.03),20060703000221,한영회계법인
신한이지손해보험,00499426,20070702,감사보고서 (2007.03),20070702000068,한영회계법인
신한이지손해보험,00499426,20080627,감사보고서 (2008.03),20080627000272,한영회계법인
신한이지손해보험,00499426,20090706,감사보고서 (2009.03),20090706000313,삼정회계법인
신한이지손해보험,00499426,20100705,감사보고서 (2010.03),20100705000130,삼정회계법인
신한이지손해보험,00499426,20110705,감사보고서 (2011.03),20110705000232,삼정회계법인
신한이지손해보험,00499426,20110712,[기재정정]감사보고서 (2011.03),20110712000099,삼정회계법인
신한이지손해보험,00499426,20120702,감사보고서 (2012.03),20120702000048,삼정회계법인
신한이지손해보험,00499426,20130627,감사보고서 (2013.03),20130627000187,삼일회계법인
신한이지손해보험,00499426,20140328,감사보고서 (2013.12),20140328000680,삼일회계법인
신한이지손해보험,00499426,20150410,감사보고서 (2014.12),20150410000757,삼일회계법인
신한이지손해보험,00499426,20160408,감사보고서 (2015.12),20160408001614,삼일회계법인
신한이지손해보험,00499426,20170330,감사보고서 (2016.12),20170330000938,삼일회계법인
신한이지손해보험,00499426,20180410,감사보고서 (2017.12),20180410002473,삼일회계법인
신한이지손해보험,00499426,20190329,감사보고서 (2018.12),20190329002134,삼일회계법인
신한이지손해보험,00499426,20200327,감사보고서 (2019.12),20200327002116,삼일회계법인
신한이지손해보험,00499426,20210405,감사보고서 (2020.12),20210405002737,삼일회계법인
신한이지손해보험,00499426,20220405,감사보고서 (2021.12),20220405001512,삼일회계법인
신한이지손해보험,00499426,20230328,감사보고서 (2022.12),20230328000350,신한회계법인
신한이지손해보험,00499426,20240327,감사보고서 (2023.12),20240327000673,신한회계법인
신한이지손해보험,00499426,20250328,감사보고서 (2024.12),20250328002305,신한회계법인
신한이지손해보험,00499426,20260330,감사보고서 (2025.12),20260330001079,삼정회계법인
신한지주,00382199,20020321,연결감사보고서 (2001.12),20020320000435,안건회계법인
신한지주,00382199,20020327,사업보고서 (2001.12),20020327000215,신한지주
신한지주,00382199,20030321,감사보고서제출,20030320000689,신한지주
신한지주,00382199,20030325,감사보고서제출,20030324000685,신한지주
신한지주,00382199,20030331,사업보고서 (2002.12),20030331002094,신한지주
신한지주,00382199,20030401,연결감사보고서 (2002.12),20030401000415,삼정회계법인
신한지주,00382199,20030401,감사보고서 (2002.12),20030401000103,삼정회계법인
신한지주,00382199,20030524,감사보고서제출,20030524000029,신한지주
신한지주,00382199,20030527,[기재정정]감사보고서제출,20030526000215,신한지주
신한지주,00382199,20030623,[기재정정]감사보고서제출,20030623000195,신한지주
신한지주,00382199,20040311,감사보고서제출,20040311000272,신한지주
신한지주,00382199,20040317,[첨부정정]감사보고서제출,20040317000430,신한지주
신한지주,00382199,20040317,감사보고서제출,20040317000398,신한지주
신한지주,00382199,20040317,감사보고서제출,20040317000257,신한지주
신한지주,00382199,20040317,감사보고서제출,20040317000252,신한지주
신한지주,00382199,20040326,감사보고서 (2003.12),20040326000934,삼정회계법인
신한지주,00382199,20040330,사업보고서 (2003.12),20040330001741,신한지주
신한지주,00382199,20040330,연결감사보고서 (2003.12),20040330001729,삼정회계법인
신한지주,00382199,20040407,[첨부정정]감사보고서제출,20040407000939,신한지주
신한지주,00382199,20040521,감사보고서제출,20040520000287,신한지주
신한지주,00382199,20050322,감사보고서제출(자회사의 주요경영사항),20050322000339,신한지주
신한지주,00382199,20050322,감사보고서제출(자회사의 주요경영사항),20050322000322,신한지주
신한지주,00382199,20050322,감사보고서제출,20050322000321,신한지주
신한지주,00382199,20050331,사업보고서 (2004.12),20050331001944,신한지주
신한지주,00382199,20050406,감사보고서 (2004.12),20050404001011,삼정회계법인
신한지주,00382199,20050419,연결감사보고서 (2004.12),20050419000233,삼정회계법인
신한지주,00382199,20050701,해외증권거래소등에신고한사업보고서등의국내신고,20050701000260,신한지주
신한지주,00382199,20060313,감사보고서제출(자회사의 주요경영사항),20060313000707,신한지주
신한지주,00382199,20060313,감사보고서제출(자회사의 주요경영사항),20060313000668,신한지주
신한지주,00382199,20060313,감사보고서제출,20060313000663,신한지주
신한지주,00382199,20060330,감사보고서 (2005.12),20060330000647,삼정회계법인
신한지주,00382199,20060331,사업보고서 (2005.12),20060331001931,신한지주
신한지주,00382199,20060427,연결감사보고서 (2005.12),20060427000175,삼정회계법인
신한지주,00382199,20060703,해외증권거래소등에신고한사업보고서등의국내신고,20060703000230,신한지주
신한지주,00382199,20070309,감사보고서제출(자회사의 주요경영사항),20070309800245,신한지주
신한지주,00382199,20070309,감사보고서제출,20070309800136,신한지주
신한지주,00382199,20070330,감사보고서 (2006.12),20070330002600,삼정회계법인
신한지주,00382199,20070330,사업보고서 (2006.12),20070330001546,신한지주
신한지주,00382199,20070402,연결감사보고서 (2006.12),20070402000121,삼정회계법인
신한지주,00382199,20070702,해외증권거래소등에신고한사업보고서등의국내신고,20070702000199,신한지주
신한지주,00382199,20080311,감사보고서제출(자회사의 주요경영사항),20080311800237,신한지주
신한지주,00382199,20080311,감사보고서제출(자회사의 주요경영사항),20080311800226,신한지주
신한지주,00382199,20080311,감사보고서제출,20080311800210,신한지주
신한지주,00382199,20080331,감사보고서 (2007.12),20080331003343,삼정회계법인
신한지주,00382199,20080331,사업보고서 (2007.12),20080331002784,신한지주
신한지주,00382199,20080403,연결감사보고서 (2007.12),20080403001223,삼정회계법인
신한지주,00382199,20080701,해외증권거래소등에신고한사업보고서등의국내신고,20080701000386,신한지주
신한지주,00382199,20090227,감사보고서제출,20090227801986,신한지주
신한지주,00382199,20090309,감사보고서제출(자회사의 주요경영사항),20090309800527,신한지주
신한지주,00382199,20090309,감사보고서제출(자회사의 주요경영사항),20090309800526,신한지주
신한지주,00382199,20090331,사업보고서 (2008.12),20090331002836,신한지주
신한지주,00382199,20090331,감사보고서 (2008.12),20090330001465,삼정회계법인
신한지주,00382199,20090331,연결감사보고서 (2008.12),20090330001461,삼정회계법인
신한지주,00382199,20090701,해외증권거래소등에신고한사업보고서등의국내신고,20090701800425,신한지주
신한지주,00382199,20100316,감사보고서제출(자회사의 주요경영사항),20100316800445,신한지주
신한지주,00382199,20100316,감사보고서제출(자회사의 주요경영사항),20100316800442,신한지주
신한지주,00382199,20100316,감사보고서제출,20100316800439,신한지주
신한지주,00382199,20100331,사업보고서 (2009.12),20100331002823,신한지주
신한지주,00382199,20100331,연결감사보고서 (2009.12),20100331002814,삼정회계법인
신한지주,00382199,20100331,감사보고서 (2009.12),20100331002808,삼정회계법인
신한지주,00382199,20100629,해외증권거래소등에신고한사업보고서등의국내신고,20100629800200,신한지주
신한지주,00382199,20110121,[기재정정]사업보고서 (2009.12),20110121000269,신한지주
신한지주,00382199,20110121,[기재정정]사업보고서 (2008.12),20110121000261,신한지주
신한지주,00382199,20110315,감사보고서제출(자회사의 주요경영사항),20110315800523,신한지주
신한지주,00382199,20110315,감사보고서제출(자회사의 주요경영사항),20110315800522,신한지주
신한지주,00382199,20110315,감사보고서제출,20110315800518,신한지주
신한지주,00382199,20110331,사업보고서 (2010.12),20110331002947,신한지주
신한지주,00382199,20110331,지주회사의연결재무제표에대한감사보고서,20110331801624,신한지주
신한지주,00382199,20110629,해외증권거래소등에신고한사업보고서등의국내신고,20110629800432,신한지주
신한지주,00382199,20120319,감사보고서제출(자회사의 주요경영사항),20120319800541,신한지주
신한지주,00382199,20120320,감사보고서제출(자회사의 주요경영사항),20120320800361,신한지주
신한지주,00382199,20120321,감사보고서제출,20120321800671,신한지주
신한지주,00382199,20120330,사업보고서 (2011.12),20120330001709,신한지주
신한지주,00382199,20120403,연결감사보고서 (2011.12),20120403001087,삼정회계법인
신한지주,00382199,20120403,감사보고서 (2011.12),20120403001079,삼정회계법인
신한지주,00382199,20120502,해외증권거래소등에신고한사업보고서등의국내신고,20120502800170,신한지주
신한지주,00382199,20121026,[기재정정]사업보고서 (2011.12),20121026000269,신한지주
신한지주,00382199,20121026,[기재정정]사업보고서 (2010.12),20121026000253,신한지주
신한지주,00382199,20130319,감사보고서제출(자회사의 주요경영사항),20130319800481,신한지주
신한지주,00382199,20130319,감사보고서제출(자회사의 주요경영사항),20130319800468,신한지주
신한지주,00382199,20130320,감사보고서제출,20130320800451,신한지주
신한지주,00382199,20130401,사업보고서 (2012.12),20130401001795,신한지주
신한지주,00382199,20130502,해외증권거래소등에신고한사업보고서등의국내신고,20130502800282,신한지주
신한지주,00382199,20140314,감사보고서제출(자회사의 주요경영사항),20140314801522,신한지주
신한지주,00382199,20140314,감사보고서제출(자회사의 주요경영사항),20140314801518,신한지주
신한지주,00382199,20140314,감사보고서제출,20140314801513,신한지주
신한지주,00382199,20140331,사업보고서 (2013.12),20140331002210,신한지주
신한지주,00382199,20140502,해외증권거래소등에신고한사업보고서등의국내신고,20140502800220,신한지주
신한지주,00382199,20150310,감사보고서제출(자회사의 주요경영사항),20150310800562,신한지주
신한지주,00382199,20150310,감사보고서제출(자회사의 주요경영사항),20150310800553,신한지주
신한지주,00382199,20150310,감사보고서제출,20150310800552,신한지주
신한지주,00382199,20150331,사업보고서 (2014.12),20150331003654,신한지주
신한지주,00382199,20150504,[첨부정정]해외증권거래소등에신고한사업보고서등의국내신고,20150504800428,신한지주
신한지주,00382199,20150504,해외증권거래소등에신고한사업보고서등의국내신고,20150504800307,신한지주
신한지주,00382199,20150522,[기재정정]사업보고서 (2014.12),20150522000305,신한지주
신한지주,00382199,20160309,감사보고서제출(자회사의 주요경영사항),20160309801018,신한지주
신한지주,00382199,20160309,감사보고서제출(자회사의 주요경영사항),20160309801029,신한지주
신한지주,00382199,20160309,감사보고서제출,20160309801025,신한지주
신한지주,00382199,20160330,사업보고서 (2015.12),20160330004241,신한지주
신한지주,00382199,20160401,[기재정정]사업보고서 (2015.12),20160401000272,신한지주
신한지주,00382199,20160502,해외증권거래소등에신고한사업보고서등의국내신고,20160502800238,신한지주
신한지주,00382199,20170308,감사보고서제출,20170308801045,신한지주
신한지주,00382199,20170308,감사보고서제출(자회사의 주요경영사항),20170308800994,신한지주
신한지주,00382199,20170308,감사보고서제출(자회사의 주요경영사항),20170308800976,신한지주
신한지주,00382199,20170331,사업보고서 (2016.12),20170331003963,신한지주
신한지주,00382199,20170502,해외증권거래소등에신고한사업보고서등의국내신고,20170502800569,신한지주
신한지주,00382199,20180307,감사보고서제출,20180307801325,신한지주
신한지주,00382199,20180307,감사보고서제출(자회사의 주요경영사항),20180307801221,신한지주
신한지주,00382199,20180307,감사보고서제출(자회사의 주요경영사항),20180307801199,신한지주
신한지주,00382199,20180402,사업보고서 (2017.12),20180402004107,신한지주
신한지주,00382199,20180502,해외증권거래소등에신고한사업보고서등의국내신고,20180502800634,신한지주
신한지주,00382199,20190311,감사보고서제출,20190311801425,신한지주
신한지주,00382199,20190311,감사보고서제출(자회사의 주요경영사항),20190311801424,신한지주
신한지주,00382199,20190311,감사보고서제출(자회사의 주요경영사항),20190311801409,신한지주
신한지주,00382199,20190401,사업보고서 (2018.12),20190401004307,신한지주
신한지주,00382199,20190502,해외증권거래소등에신고한사업보고서등의국내신고,20190502800498,신한지주
신한지주,00382199,20190705,[기재정정]사업보고서 (2018.12),20190705000438,신한지주
신한지주,00382199,20190705,[기재정정]사업보고서 (2017.12),20190705000433,신한지주
신한지주,00382199,20200305,감사보고서제출,20200305801279,신한지주
신한지주,00382199,20200305,감사보고서제출(자회사의 주요경영사항),20200305801275,신한지주
신한지주,00382199,20200305,감사보고서제출(자회사의 주요경영사항),20200305801248,신한지주
신한지주,00382199,20200311,감사보고서제출(자회사의 주요경영사항),20200311800978,신한지주
신한지주,00382199,20200330,사업보고서 (2019.12),20200330003956,신한지주
신한지주,00382199,20200504,해외증권거래소등에신고한사업보고서등의국내신고,20200504800411,신한지주
신한지주,00382199,20200515,[기재정정]사업보고서 (2019.12),20200515002127,신한지주
신한지주,00382199,20210303,감사보고서제출,20210303800956,신한지주
신한지주,00382199,20210303,감사보고서제출(자회사의 주요경영사항),20210303800928,신한지주
신한지주,00382199,20210303,감사보고서제출(자회사의 주요경영사항),20210303800881,신한지주
신한지주,00382199,20210317,사업보고서 (2020.12),20210317001127,신한지주
신한지주,00382199,20210317,[첨부정정]감사보고서제출,20210317800835,신한지주
신한지주,00382199,20210429,해외증권거래소등에신고한사업보고서등의국내신고,20210429800617,신한지주
신한지주,00382199,20220303,감사보고서제출(자회사의 주요경영사항),20220303801086,신한지주
신한지주,00382199,20220303,감사보고서제출,20220303801050,신한지주
신한지주,00382199,20220303,감사보고서제출(자회사의 주요경영사항),20220303801012,신한지주
신한지주,00382199,20220315,[첨부정정]감사보고서제출,20220315801377,신한지주
신한지주,00382199,20220315,[첨부정정]감사보고서제출(자회사의 주요경영사항),20220315800824,신한지주
신한지주,00382199,20220316,사업보고서 (2021.12),20220316000748,신한지주
신한지주,00382199,20220421,해외증권거래소등에신고한사업보고서등의국내신고,20220421800638,신한지주
